miRNA_ID	isoform_coords	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_region
hsa-mir-29c	hg19:1:207975212-207975233:-	2	0.654529	N	mature,MIMAT0000681
hsa-mir-29c	hg19:1:207975213-207975232:-	905	296.174505	N	mature,MIMAT0000681
hsa-mir-29c	hg19:1:207975213-207975233:-	1	0.327265	N	mature,MIMAT0000681
hsa-mir-29c	hg19:1:207975214-207975232:-	20	6.545293	N	mature,MIMAT0000681
hsa-mir-29c	hg19:1:207975215-207975233:-	1	0.327265	Y	mature,MIMAT0000681
hsa-mir-29c	hg19:1:207975245-207975268:-	3	0.981794	N	star,MIMAT0004673
hsa-mir-29c	hg19:1:207975246-207975268:-	4	1.309059	N	star,MIMAT0004673
hsa-mir-29c	hg19:1:207975249-207975269:-	1	0.327265	N	star,MIMAT0004673
hsa-mir-29c	hg19:1:207975249-207975270:-	4	1.309059	N	star,MIMAT0004673
hsa-mir-29c	hg19:1:207975249-207975271:-	1	0.327265	N	star,MIMAT0004673
hsa-mir-29c	hg19:1:207975250-207975269:-	1	0.327265	N	star,MIMAT0004673
hsa-mir-29c	hg19:1:207975250-207975270:-	1	0.327265	N	star,MIMAT0004673
hsa-mir-301a	hg19:17:57228510-57228533:-	28	9.163410	N	mature,MIMAT0000688
hsa-mir-301a	hg19:17:57228511-57228533:-	17	5.563499	N	mature,MIMAT0000688
hsa-mir-301a	hg19:17:57228513-57228533:-	1	0.327265	N	mature,MIMAT0000688
hsa-mir-301a	hg19:17:57228548-57228570:-	4	1.309059	N	unannotated
hsa-mir-301a	hg19:17:57228549-57228569:-	1	0.327265	N	unannotated
hsa-mir-301a	hg19:17:57228549-57228570:-	3	0.981794	N	unannotated
hsa-mir-301a	hg19:17:57228550-57228570:-	1	0.327265	N	unannotated
hsa-mir-301b	hg19:22:22007279-22007300:+	1	0.327265	N	unannotated
hsa-mir-301b	hg19:22:22007280-22007301:+	1	0.327265	N	unannotated
hsa-mir-301b	hg19:22:22007298-22007317:+	1	0.327265	N	stemloop
hsa-mir-301b	hg19:22:22007314-22007336:+	5	1.636323	N	mature,MIMAT0004958
hsa-mir-301b	hg19:22:22007314-22007337:+	1	0.327265	N	mature,MIMAT0004958
hsa-mir-3065	hg19:17:79099726-79099747:+	5	1.636323	N	mature,MIMAT0015378
hsa-mir-3065	hg19:17:79099726-79099748:+	25	8.181616	N	mature,MIMAT0015378
hsa-mir-3065	hg19:17:79099726-79099749:+	3	0.981794	N	mature,MIMAT0015378
hsa-mir-3074	hg19:9:97848306-97848328:-	1	0.327265	N	mature,MIMAT0015027
hsa-mir-3074	hg19:9:97848311-97848329:-	1	0.327265	N	mature,MIMAT0015027
hsa-mir-3074	hg19:9:97848344-97848365:-	3	0.981794	N	unannotated
hsa-mir-3074	hg19:9:97848344-97848366:-	11	3.599911	N	unannotated
hsa-mir-3074	hg19:9:97848345-97848365:-	2	0.654529	N	unannotated
hsa-mir-3074	hg19:9:97848345-97848366:-	6	1.963588	N	unannotated
hsa-mir-3074	hg19:9:97848345-97848367:-	2	0.654529	N	unannotated
hsa-mir-30a	hg19:6:72113256-72113277:-	1	0.327265	N	star,MIMAT0000088
hsa-mir-30a	hg19:6:72113256-72113278:-	28	9.163410	N	star,MIMAT0000088
hsa-mir-30a	hg19:6:72113256-72113279:-	3	0.981794	N	star,MIMAT0000088
hsa-mir-30a	hg19:6:72113257-72113276:-	3	0.981794	N	star,MIMAT0000088
hsa-mir-30a	hg19:6:72113257-72113277:-	92	30.108348	N	star,MIMAT0000088
hsa-mir-30a	hg19:6:72113257-72113278:-	588	192.431612	N	star,MIMAT0000088
hsa-mir-30a	hg19:6:72113257-72113279:-	968	316.792178	N	star,MIMAT0000088
hsa-mir-30a	hg19:6:72113258-72113277:-	23	7.527087	N	star,MIMAT0000088
hsa-mir-30a	hg19:6:72113258-72113278:-	258	84.434279	N	star,MIMAT0000088
hsa-mir-30a	hg19:6:72113258-72113279:-	735	240.539515	N	star,MIMAT0000088
hsa-mir-30a	hg19:6:72113259-72113278:-	30	9.817939	N	star,MIMAT0000088
hsa-mir-30a	hg19:6:72113259-72113279:-	106	34.690053	N	star,MIMAT0000088
hsa-mir-30a	hg19:6:72113260-72113278:-	11	3.599911	N	star,MIMAT0000088
hsa-mir-30a	hg19:6:72113260-72113279:-	76	24.872113	N	star,MIMAT0000088
hsa-mir-30a	hg19:6:72113261-72113279:-	4	1.309059	N	star,MIMAT0000088
hsa-mir-30a	hg19:6:72113262-72113279:-	22	7.199822	Y	star,MIMAT0000088
hsa-mir-30a	hg19:6:72113263-72113278:-	1	0.327265	N	star,MIMAT0000088
hsa-mir-30a	hg19:6:72113263-72113279:-	6	1.963588	N	star,MIMAT0000088
hsa-mir-30a	hg19:6:72113264-72113279:-	2	0.654529	N	star,MIMAT0000088
hsa-mir-30a	hg19:6:72113296-72113316:-	1	0.327265	N	mature,MIMAT0000087
hsa-mir-30a	hg19:6:72113296-72113318:-	2	0.654529	N	mature,MIMAT0000087
hsa-mir-30a	hg19:6:72113296-72113319:-	16	5.236234	N	mature,MIMAT0000087
hsa-mir-30a	hg19:6:72113296-72113320:-	373	122.069713	N	mature,MIMAT0000087
hsa-mir-30a	hg19:6:72113297-72113315:-	3	0.981794	N	mature,MIMAT0000087
hsa-mir-30a	hg19:6:72113297-72113317:-	1	0.327265	N	mature,MIMAT0000087
hsa-mir-30a	hg19:6:72113297-72113318:-	1	0.327265	N	mature,MIMAT0000087
hsa-mir-30a	hg19:6:72113297-72113319:-	18	5.890764	N	mature,MIMAT0000087
hsa-mir-30a	hg19:6:72113297-72113320:-	1930	631.620768	N	mature,MIMAT0000087
hsa-mir-30a	hg19:6:72113298-72113319:-	29	9.490675	N	mature,MIMAT0000087
hsa-mir-30a	hg19:6:72113298-72113320:-	5816	1903.371186	N	mature,MIMAT0000087
hsa-mir-30a	hg19:6:72113299-72113320:-	239	78.216251	N	mature,MIMAT0000087
hsa-mir-30a	hg19:6:72113300-72113319:-	1	0.327265	N	mature,MIMAT0000087
hsa-mir-30a	hg19:6:72113300-72113320:-	92	30.108348	N	mature,MIMAT0000087
hsa-mir-30a	hg19:6:72113301-72113319:-	1	0.327265	N	mature,MIMAT0000087
hsa-mir-30a	hg19:6:72113301-72113320:-	56	18.326820	N	mature,MIMAT0000087
hsa-mir-30a	hg19:6:72113302-72113320:-	2	0.654529	N	mature,MIMAT0000087
hsa-mir-30a	hg19:6:72113320-72113340:-	1	0.327265	N	precursor
hsa-mir-30b	hg19:8:135812775-135812797:-	2	0.654529	N	star,MIMAT0004589
hsa-mir-30b	hg19:8:135812776-135812797:-	3	0.981794	N	star,MIMAT0004589
hsa-mir-30b	hg19:8:135812813-135812834:-	1	0.327265	N	mature,MIMAT0000420
hsa-mir-30b	hg19:8:135812813-135812835:-	963	315.155855	N	mature,MIMAT0000420
hsa-mir-30b	hg19:8:135812814-135812835:-	264	86.397867	N	mature,MIMAT0000420
hsa-mir-30b	hg19:8:135812815-135812835:-	23	7.527087	N	mature,MIMAT0000420
hsa-mir-30b	hg19:8:135812816-135812835:-	5	1.636323	N	mature,MIMAT0000420
hsa-mir-30b	hg19:8:135812817-135812835:-	9	2.945382	Y	mature,MIMAT0000420
hsa-mir-30c-1	hg19:1:41222951-41222972:+	1	0.327265	N	precursor
hsa-mir-30c-1	hg19:1:41222952-41222972:+	1	0.327265	N	precursor
hsa-mir-30c-1	hg19:1:41222972-41223002:+	1	0.327265	N	mature,MIMAT0000244
hsa-mir-30c-2	hg19:6:72086666-72086689:-	3	0.981794	N	star,MIMAT0004550
hsa-mir-30c-2	hg19:6:72086667-72086689:-	30	9.817939	N	star,MIMAT0004550
hsa-mir-30c-2	hg19:6:72086668-72086689:-	1	0.327265	N	star,MIMAT0004550
hsa-mir-30c-2	hg19:6:72086705-72086729:-	167	54.653196	N	mature,MIMAT0000244
hsa-mir-30c-2	hg19:6:72086706-72086729:-	295	96.543071	N	mature,MIMAT0000244
hsa-mir-30c-2	hg19:6:72086707-72086729:-	89	29.126554	N	mature,MIMAT0000244
hsa-mir-30c-2	hg19:6:72086708-72086729:-	204	66.761988	N	mature,MIMAT0000244
hsa-mir-30c-2	hg19:6:72086709-72086729:-	24	7.854352	N	mature,MIMAT0000244
hsa-mir-30c-2	hg19:6:72086710-72086729:-	14	4.581705	N	mature,MIMAT0000244
hsa-mir-30c-2	hg19:6:72086711-72086729:-	9	2.945382	Y	mature,MIMAT0000244
hsa-mir-30d	hg19:8:135817121-135817143:-	5	1.636323	N	star,MIMAT0004551
hsa-mir-30d	hg19:8:135817121-135817144:-	3	0.981794	N	star,MIMAT0004551
hsa-mir-30d	hg19:8:135817122-135817143:-	2	0.654529	N	star,MIMAT0004551
hsa-mir-30d	hg19:8:135817122-135817144:-	6	1.963588	N	star,MIMAT0004551
hsa-mir-30d	hg19:8:135817123-135817143:-	2	0.654529	N	star,MIMAT0004551
hsa-mir-30d	hg19:8:135817126-135817144:-	1	0.327265	N	star,MIMAT0004551
hsa-mir-30d	hg19:8:135817158-135817184:-	1	0.327265	N	mature,MIMAT0000245
hsa-mir-30d	hg19:8:135817160-135817182:-	1	0.327265	N	mature,MIMAT0000245
hsa-mir-30d	hg19:8:135817160-135817184:-	543	177.704703	N	mature,MIMAT0000245
hsa-mir-30d	hg19:8:135817161-135817182:-	1	0.327265	N	mature,MIMAT0000245
hsa-mir-30d	hg19:8:135817161-135817184:-	1780	582.531071	N	mature,MIMAT0000245
hsa-mir-30d	hg19:8:135817162-135817180:-	1	0.327265	N	mature,MIMAT0000245
hsa-mir-30d	hg19:8:135817162-135817182:-	2	0.654529	N	mature,MIMAT0000245
hsa-mir-30d	hg19:8:135817162-135817183:-	2	0.654529	N	mature,MIMAT0000245
hsa-mir-30d	hg19:8:135817162-135817184:-	11691	3826.050986	N	mature,MIMAT0000245
hsa-mir-30d	hg19:8:135817162-135817185:-	1	0.327265	N	mature,MIMAT0000245
hsa-mir-30d	hg19:8:135817163-135817184:-	594	194.395200	N	mature,MIMAT0000245
hsa-mir-30d	hg19:8:135817164-135817183:-	1	0.327265	N	mature,MIMAT0000245
hsa-mir-30d	hg19:8:135817164-135817184:-	429	140.396533	N	mature,MIMAT0000245
hsa-mir-30d	hg19:8:135817165-135817184:-	191	62.507548	N	mature,MIMAT0000245
hsa-mir-30d	hg19:8:135817166-135817184:-	5	1.636323	N	mature,MIMAT0000245
hsa-mir-30d	hg19:8:135817167-135817184:-	5	1.636323	N	mature,MIMAT0000245
hsa-mir-30d	hg19:8:135817168-135817184:-	1	0.327265	N	mature,MIMAT0000245
hsa-mir-30d	hg19:8:135817184-135817202:-	1	0.327265	N	precursor
hsa-mir-30d	hg19:8:135817184-135817203:-	26	8.508881	N	precursor
hsa-mir-30d	hg19:8:135817184-135817204:-	10	3.272646	N	precursor
hsa-mir-30d	hg19:8:135817184-135817205:-	2	0.654529	N	precursor
hsa-mir-30e	hg19:1:41220043-41220061:+	9	2.945382	N	mature,MIMAT0000692
hsa-mir-30e	hg19:1:41220043-41220062:+	2081	681.037730	N	mature,MIMAT0000692
hsa-mir-30e	hg19:1:41220043-41220063:+	139	45.489786	N	mature,MIMAT0000692
hsa-mir-30e	hg19:1:41220043-41220064:+	223	72.980016	N	mature,MIMAT0000692
hsa-mir-30e	hg19:1:41220043-41220065:+	2681	877.396518	N	mature,MIMAT0000692
hsa-mir-30e	hg19:1:41220043-41220066:+	1910	625.075475	N	mature,MIMAT0000692
hsa-mir-30e	hg19:1:41220043-41220067:+	346	113.233568	N	mature,MIMAT0000692
hsa-mir-30e	hg19:1:41220044-41220062:+	16	5.236234	N	mature,MIMAT0000692
hsa-mir-30e	hg19:1:41220044-41220063:+	17	5.563499	N	mature,MIMAT0000692
hsa-mir-30e	hg19:1:41220044-41220064:+	12	3.927176	N	mature,MIMAT0000692
hsa-mir-30e	hg19:1:41220044-41220065:+	228	74.616339	N	mature,MIMAT0000692
hsa-mir-30e	hg19:1:41220044-41220066:+	713	233.339693	N	mature,MIMAT0000692
hsa-mir-30e	hg19:1:41220044-41220067:+	486	159.050618	N	mature,MIMAT0000692
hsa-mir-30e	hg19:1:41220044-41220068:+	14	4.581705	N	mature,MIMAT0000692
hsa-mir-30e	hg19:1:41220044-41220069:+	13	4.254440	N	mature,MIMAT0000692
hsa-mir-30e	hg19:1:41220045-41220065:+	1	0.327265	N	mature,MIMAT0000692
hsa-mir-30e	hg19:1:41220045-41220066:+	2	0.654529	N	mature,MIMAT0000692
hsa-mir-30e	hg19:1:41220045-41220067:+	4	1.309059	N	mature,MIMAT0000692
hsa-mir-30e	hg19:1:41220045-41220068:+	1	0.327265	N	mature,MIMAT0000692
hsa-mir-30e	hg19:1:41220046-41220066:+	1	0.327265	N	mature,MIMAT0000692
hsa-mir-30e	hg19:1:41220046-41220069:+	2	0.654529	N	mature,MIMAT0000692
hsa-mir-30e	hg19:1:41220084-41220105:+	8	2.618117	N	star,MIMAT0000693
hsa-mir-30e	hg19:1:41220084-41220106:+	9	2.945382	N	star,MIMAT0000693
hsa-mir-30e	hg19:1:41220085-41220102:+	22	7.199822	Y	star,MIMAT0000693
hsa-mir-30e	hg19:1:41220085-41220103:+	10	3.272646	N	star,MIMAT0000693
hsa-mir-30e	hg19:1:41220085-41220104:+	385	125.996889	N	star,MIMAT0000693
hsa-mir-30e	hg19:1:41220085-41220105:+	2190	716.709577	N	star,MIMAT0000693
hsa-mir-30e	hg19:1:41220085-41220106:+	4221	1381.384074	N	star,MIMAT0000693
hsa-mir-30e	hg19:1:41220085-41220107:+	6261	2049.003954	N	star,MIMAT0000693
hsa-mir-30e	hg19:1:41220085-41220108:+	3	0.981794	N	star,MIMAT0000693
hsa-mir-30e	hg19:1:41220086-41220104:+	3	0.981794	N	star,MIMAT0000693
hsa-mir-30e	hg19:1:41220086-41220105:+	16	5.236234	N	star,MIMAT0000693
hsa-mir-30e	hg19:1:41220086-41220106:+	63	20.617673	N	star,MIMAT0000693
hsa-mir-30e	hg19:1:41220086-41220107:+	214	70.034634	N	star,MIMAT0000693
hsa-mir-30e	hg19:1:41220087-41220104:+	1	0.327265	N	star,MIMAT0000693
hsa-mir-30e	hg19:1:41220087-41220106:+	2	0.654529	N	star,MIMAT0000693
hsa-mir-30e	hg19:1:41220087-41220107:+	13	4.254440	N	star,MIMAT0000693
hsa-mir-30e	hg19:1:41220087-41220108:+	1	0.327265	N	star,MIMAT0000693
hsa-mir-30e	hg19:1:41220088-41220107:+	1	0.327265	N	star,MIMAT0000693
hsa-mir-31	hg19:9:21512117-21512139:-	1	0.327265	N	star,MIMAT0004504
hsa-mir-31	hg19:9:21512118-21512139:-	6	1.963588	N	star,MIMAT0004504
hsa-mir-31	hg19:9:21512118-21512142:-	2	0.654529	N	star,MIMAT0004504
hsa-mir-31	hg19:9:21512119-21512139:-	7	2.290853	N	star,MIMAT0004504
hsa-mir-31	hg19:9:21512119-21512140:-	4	1.309059	N	star,MIMAT0004504
hsa-mir-31	hg19:9:21512119-21512141:-	16	5.236234	N	star,MIMAT0004504
hsa-mir-31	hg19:9:21512119-21512142:-	106	34.690053	N	star,MIMAT0004504
hsa-mir-31	hg19:9:21512120-21512141:-	3	0.981794	N	star,MIMAT0004504
hsa-mir-31	hg19:9:21512120-21512142:-	15	4.908970	N	star,MIMAT0004504
hsa-mir-31	hg19:9:21512120-21512143:-	3	0.981794	N	star,MIMAT0004504
hsa-mir-31	hg19:9:21512121-21512142:-	12	3.927176	N	star,MIMAT0004504
hsa-mir-31	hg19:9:21512122-21512142:-	14	4.581705	N	star,MIMAT0004504
hsa-mir-31	hg19:9:21512122-21512143:-	1	0.327265	N	star,MIMAT0004504
hsa-mir-31	hg19:9:21512123-21512143:-	2	0.654529	N	star,MIMAT0004504
hsa-mir-31	hg19:9:21512128-21512156:-	1	0.327265	N	star,MIMAT0004504
hsa-mir-31	hg19:9:21512133-21512155:-	1	0.327265	N	star,MIMAT0004504
hsa-mir-31	hg19:9:21512133-21512156:-	1	0.327265	N	star,MIMAT0004504
hsa-mir-31	hg19:9:21512134-21512155:-	1	0.327265	N	star,MIMAT0004504
hsa-mir-31	hg19:9:21512142-21512162:-	1	0.327265	N	mature,MIMAT0000089
hsa-mir-31	hg19:9:21512143-21512162:-	1	0.327265	N	mature,MIMAT0000089
hsa-mir-31	hg19:9:21512148-21512178:-	1	0.327265	N	mature,MIMAT0000089
hsa-mir-31	hg19:9:21512154-21512178:-	1	0.327265	N	mature,MIMAT0000089
hsa-mir-31	hg19:9:21512155-21512177:-	1	0.327265	N	mature,MIMAT0000089
hsa-mir-31	hg19:9:21512155-21512178:-	58	18.981350	N	mature,MIMAT0000089
hsa-mir-31	hg19:9:21512156-21512177:-	1	0.327265	N	mature,MIMAT0000089
hsa-mir-31	hg19:9:21512156-21512178:-	99	32.399200	N	mature,MIMAT0000089
hsa-mir-31	hg19:9:21512157-21512177:-	1	0.327265	N	mature,MIMAT0000089
hsa-mir-31	hg19:9:21512157-21512178:-	46	15.054174	N	mature,MIMAT0000089
hsa-mir-31	hg19:9:21512158-21512178:-	1	0.327265	N	mature,MIMAT0000089
hsa-mir-31	hg19:9:21512159-21512178:-	3	0.981794	N	mature,MIMAT0000089
hsa-mir-31	hg19:9:21512159-21512179:-	1	0.327265	N	mature,MIMAT0000089
hsa-mir-31	hg19:9:21512178-21512199:-	1	0.327265	N	precursor
hsa-mir-3115	hg19:1:23370803-23370823:+	2	0.654529	N	mature,MIMAT0014977
hsa-mir-3127	hg19:2:97464024-97464048:+	1	0.327265	N	mature,MIMAT0014990
hsa-mir-3127	hg19:2:97464025-97464045:+	1	0.327265	N	mature,MIMAT0014990
hsa-mir-3127	hg19:2:97464025-97464046:+	13	4.254440	N	mature,MIMAT0014990
hsa-mir-3127	hg19:2:97464025-97464047:+	1	0.327265	N	mature,MIMAT0014990
hsa-mir-3127	hg19:2:97464025-97464048:+	7	2.290853	N	mature,MIMAT0014990
hsa-mir-3127	hg19:2:97464061-97464081:+	1	0.327265	N	unannotated
hsa-mir-3127	hg19:2:97464061-97464083:+	2	0.654529	N	unannotated
hsa-mir-3129	hg19:2:189997817-189997839:-	1	0.327265	N	mature,MIMAT0014992
hsa-mir-3130-1	hg19:2:207648000-207648021:-	2	0.654529	N	mature,MIMAT0014995
hsa-mir-3130-1	hg19:2:207648001-207648021:-	1	0.327265	N	mature,MIMAT0014995
hsa-mir-3130-1	hg19:2:207648002-207648021:-	36	11.781527	N	mature,MIMAT0014995
hsa-mir-3131	hg19:2:219923451-219923470:-	1	0.327265	N	mature,MIMAT0014996
hsa-mir-3136	hg19:3:69098157-69098178:-	1	0.327265	N	mature,MIMAT0015003
hsa-mir-3138	hg19:4:10080286-10080306:-	1	0.327265	N	unannotated
hsa-mir-3143	hg19:6:27115429-27115448:+	1	0.327265	N	mature,MIMAT0015012
hsa-mir-3144	hg19:6:120336337-120336359:+	1	0.327265	N	mature,MIMAT0015014
hsa-mir-3144	hg19:6:120336371-120336393:+	1	0.327265	N	mature,MIMAT0015015
hsa-mir-3144	hg19:6:120336372-120336392:+	1	0.327265	N	mature,MIMAT0015015
hsa-mir-3144	hg19:6:120336373-120336394:+	1	0.327265	N	mature,MIMAT0015015
hsa-mir-3144	hg19:6:120336373-120336395:+	1	0.327265	N	mature,MIMAT0015015
hsa-mir-3150b	hg19:8:96085151-96085172:-	1	0.327265	N	mature,MIMAT0018194
hsa-mir-3150b	hg19:8:96085151-96085173:-	1	0.327265	N	mature,MIMAT0018194
hsa-mir-3150b	hg19:8:96085152-96085173:-	3	0.981794	N	mature,MIMAT0018194
hsa-mir-3154	hg19:9:131007235-131007257:-	1	0.327265	N	mature,MIMAT0015028
hsa-mir-3157	hg19:10:97824078-97824100:-	1	0.327265	N	unannotated
hsa-mir-3157	hg19:10:97824079-97824100:-	1	0.327265	N	unannotated
hsa-mir-3157	hg19:10:97824080-97824100:-	1	0.327265	N	unannotated
hsa-mir-3158-1	hg19:10:103361186-103361208:+	2	0.654529	N	unannotated
hsa-mir-3158-2	hg19:10:103361185-103361206:-	1	0.327265	N	mature,MIMAT0015032
hsa-mir-3158-2	hg19:10:103361226-103361245:-	1	0.327265	N	unannotated
hsa-mir-3161	hg19:11:48118343-48118365:+	3	0.981794	N	mature,MIMAT0015035
hsa-mir-3173	hg19:14:95604298-95604320:-	1	0.327265	N	unannotated
hsa-mir-3174	hg19:15:90549996-90550016:+	1	0.327265	N	mature,MIMAT0015051
hsa-mir-3174	hg19:15:90549996-90550017:+	1	0.327265	N	mature,MIMAT0015051
hsa-mir-3174	hg19:15:90549996-90550018:+	1	0.327265	N	mature,MIMAT0015051
hsa-mir-3177	hg19:16:1785039-1785060:+	1	0.327265	N	mature,MIMAT0015054
hsa-mir-3186	hg19:17:79418181-79418201:-	2	0.654529	N	mature,MIMAT0015067
hsa-mir-3187	hg19:19:813591-813612:+	1	0.327265	N	unannotated
hsa-mir-3187	hg19:19:813592-813613:+	1	0.327265	N	unannotated
hsa-mir-3187	hg19:19:813627-813645:+	1	0.327265	N	mature,MIMAT0015069
hsa-mir-3187	hg19:19:813627-813647:+	2	0.654529	N	mature,MIMAT0015069
hsa-mir-3187	hg19:19:813627-813648:+	2	0.654529	N	mature,MIMAT0015069
hsa-mir-3187	hg19:19:813627-813650:+	1	0.327265	N	mature,MIMAT0015069
hsa-mir-3189	hg19:19:18497417-18497438:+	1	0.327265	N	mature,MIMAT0015071
hsa-mir-3193	hg19:20:30194987-30195009:+	1	0.327265	N	mature,MIMAT0015077
hsa-mir-3193	hg19:20:30194988-30195009:+	4	1.309059	N	mature,MIMAT0015077
hsa-mir-3193	hg19:20:30194991-30195010:+	1	0.327265	N	mature,MIMAT0015077
hsa-mir-3194	hg19:20:50069451-50069471:-	1	0.327265	N	unannotated
hsa-mir-3194	hg19:20:50069484-50069506:-	1	0.327265	N	mature,MIMAT0015078
hsa-mir-3199-1	hg19:22:28316566-28316588:-	1	0.327265	N	mature,MIMAT0015084
hsa-mir-32	hg19:9:111808512-111808533:-	2	0.654529	N	star,MIMAT0004505
hsa-mir-32	hg19:9:111808552-111808574:-	7	2.290853	N	mature,MIMAT0000090
hsa-mir-32	hg19:9:111808553-111808573:-	1	0.327265	N	mature,MIMAT0000090
hsa-mir-32	hg19:9:111808553-111808574:-	102	33.380994	N	mature,MIMAT0000090
hsa-mir-32	hg19:9:111808553-111808575:-	1	0.327265	N	mature,MIMAT0000090
hsa-mir-32	hg19:9:111808554-111808574:-	146	47.780638	N	mature,MIMAT0000090
hsa-mir-32	hg19:9:111808555-111808574:-	3	0.981794	N	mature,MIMAT0000090
hsa-mir-32	hg19:9:111808556-111808574:-	1	0.327265	N	mature,MIMAT0000090
hsa-mir-32	hg19:9:111808574-111808592:-	1	0.327265	N	precursor
hsa-mir-32	hg19:9:111808574-111808593:-	4	1.309059	N	precursor
hsa-mir-3200	hg19:22:31127556-31127578:+	1	0.327265	N	mature,MIMAT0017392
hsa-mir-3200	hg19:22:31127597-31127617:+	2	0.654529	N	mature,MIMAT0015085
hsa-mir-3200	hg19:22:31127597-31127618:+	5	1.636323	N	mature,MIMAT0015085
hsa-mir-3200	hg19:22:31127597-31127619:+	7	2.290853	N	mature,MIMAT0015085
hsa-mir-3200	hg19:22:31127597-31127620:+	10	3.272646	N	mature,MIMAT0015085
hsa-mir-3202-2	hg19:X:153246556-153246576:-	1	0.327265	N	unannotated
hsa-mir-320a	hg19:8:22102484-22102508:-	3	0.981794	N	mature,MIMAT0000510
hsa-mir-320a	hg19:8:22102485-22102508:-	2	0.654529	N	mature,MIMAT0000510
hsa-mir-320a	hg19:8:22102485-22102509:-	1	0.327265	N	mature,MIMAT0000510
hsa-mir-320a	hg19:8:22102485-22102510:-	1	0.327265	N	mature,MIMAT0000510
hsa-mir-320a	hg19:8:22102486-22102507:-	1	0.327265	N	mature,MIMAT0000510
hsa-mir-320a	hg19:8:22102486-22102508:-	73	23.890319	N	mature,MIMAT0000510
hsa-mir-320a	hg19:8:22102486-22102509:-	33	10.799733	N	mature,MIMAT0000510
hsa-mir-320a	hg19:8:22102486-22102510:-	35	11.454263	N	mature,MIMAT0000510
hsa-mir-320a	hg19:8:22102487-22102505:-	2	0.654529	N	mature,MIMAT0000510
hsa-mir-320a	hg19:8:22102487-22102506:-	1	0.327265	N	mature,MIMAT0000510
hsa-mir-320a	hg19:8:22102487-22102508:-	73	23.890319	N	mature,MIMAT0000510
hsa-mir-320a	hg19:8:22102487-22102509:-	99	32.399200	N	mature,MIMAT0000510
hsa-mir-320a	hg19:8:22102487-22102510:-	314	102.761099	N	mature,MIMAT0000510
hsa-mir-320a	hg19:8:22102487-22102511:-	2	0.654529	N	mature,MIMAT0000510
hsa-mir-320a	hg19:8:22102488-22102505:-	1	0.327265	N	mature,MIMAT0000510
hsa-mir-320a	hg19:8:22102488-22102507:-	1	0.327265	N	mature,MIMAT0000510
hsa-mir-320a	hg19:8:22102488-22102508:-	64	20.944937	N	mature,MIMAT0000510
hsa-mir-320a	hg19:8:22102488-22102509:-	180	58.907636	N	mature,MIMAT0000510
hsa-mir-320a	hg19:8:22102488-22102510:-	1703	557.331694	N	mature,MIMAT0000510
hsa-mir-320a	hg19:8:22102488-22102511:-	13	4.254440	N	mature,MIMAT0000510
hsa-mir-320a	hg19:8:22102489-22102508:-	10	3.272646	N	mature,MIMAT0000510
hsa-mir-320a	hg19:8:22102489-22102509:-	36	11.781527	N	mature,MIMAT0000510
hsa-mir-320a	hg19:8:22102489-22102510:-	425	139.087475	N	mature,MIMAT0000510
hsa-mir-320a	hg19:8:22102489-22102511:-	11	3.599911	N	mature,MIMAT0000510
hsa-mir-320a	hg19:8:22102490-22102508:-	1	0.327265	N	mature,MIMAT0000510
hsa-mir-320a	hg19:8:22102490-22102509:-	2	0.654529	Y	mature,MIMAT0000510
hsa-mir-320a	hg19:8:22102490-22102510:-	23	7.527087	Y	mature,MIMAT0000510
hsa-mir-320a	hg19:8:22102500-22102522:-	1	0.327265	N	mature,MIMAT0000510
hsa-mir-320a	hg19:8:22102509-22102524:-	2	0.654529	N	stemloop
hsa-mir-320a	hg19:8:22102511-22102526:-	21	6.872558	N	stemloop
hsa-mir-320a	hg19:8:22102511-22102528:-	5	1.636323	N	stemloop
hsa-mir-320b-2	hg19:1:224444751-224444772:-	2	0.654529	N	mature,MIMAT0005792
hsa-mir-320b-2	hg19:1:224444751-224444773:-	2	0.654529	N	mature,MIMAT0005792
hsa-mir-320b-2	hg19:1:224444752-224444773:-	1	0.327265	N	mature,MIMAT0005792
hsa-mir-320b-2	hg19:1:224444753-224444772:-	2	0.654529	Y	mature,MIMAT0005792
hsa-mir-320b-2	hg19:1:224444753-224444773:-	23	7.527087	Y	mature,MIMAT0005792
hsa-mir-320c-1	hg19:18:19263521-19263540:+	1	0.327265	N	mature,MIMAT0005793
hsa-mir-320c-2	hg19:18:21901680-21901701:+	1	0.327265	N	mature,MIMAT0005793
hsa-mir-320d-1	hg19:13:41301964-41301983:-	1	0.327265	N	mature,MIMAT0006764
hsa-mir-320d-2	hg19:X:140008336-140008356:-	2	0.654529	N	mature,MIMAT0006764
hsa-mir-320e	hg19:19:47212547-47212569:-	1	0.327265	N	mature,MIMAT0015072
hsa-mir-323	hg19:14:101492084-101492105:+	3	0.981794	N	mature,MIMAT0004696
hsa-mir-323	hg19:14:101492118-101492140:+	2	0.654529	N	mature,MIMAT0000755
hsa-mir-323	hg19:14:101492119-101492140:+	7	2.290853	N	mature,MIMAT0000755
hsa-mir-323b	hg19:14:101522606-101522627:+	5	1.636323	N	mature,MIMAT0015050
hsa-mir-324	hg19:17:7126627-7126647:-	17	5.563499	N	mature,MIMAT0000762
